CustomerKey,Recency,Frequency,Monetary,Segment,Cluster
24700,118,1,2452.04,Loyal,1
24701,162,1,1744.97,Regular,1
24702,87,1,1174.48,Loyal,1
24703,299,1,4.99,At Risk,1
24704,0,1,21.49,Loyal,1
24705,102,1,1155.48,Loyal,1
24706,95,1,578.46,Loyal,1
24707,99,1,2393.06,Loyal,1
24708,72,1,2419.06,Loyal,1
24709,152,1,1735.98,Regular,1
24710,321,1,1732.26,At Risk High Value,1
24711,321,1,1750.98,At Risk High Value,1
24712,87,1,1120.49,Loyal,1
24713,335,1,7.28,At Risk,1
24714,8,1,67.97,Loyal,1
24715,115,1,29.479999999999997,Loyal,1
24716,121,1,561.92,Loyal,1
24717,94,1,539.99,Loyal,1
24718,296,1,1750.98,At Risk High Value,1
24719,100,1,68.97,Loyal,1
24720,238,1,15.23,At Risk,1
24721,131,1,89.97,Loyal,1
24722,133,1,33.98,Regular,1
24723,280,1,1793.47,At Risk High Value,1
24724,121,1,28.979999999999997,Loyal,1
24725,268,1,38.88,At Risk,1
24726,148,1,71.58000000000001,Regular,1
24727,31,1,71.58000000000001,Loyal,1
24728,157,1,57.09,Regular,1
24729,254,1,58.980000000000004,At Risk,1
24730,256,1,39.980000000000004,At Risk,1
24731,55,1,4.99,Loyal,1
24732,176,1,99.57000000000001,Regular,1
24733,55,1,7.28,Loyal,1
24734,317,1,2492.02,At Risk High Value,1
24735,320,1,2478.04,At Risk High Value,1
24736,242,1,71.58000000000001,At Risk,1
24737,301,1,46.83,At Risk,1
24738,176,1,2433.04,Regular,1
24739,174,1,2453.04,Regular,1
24740,270,1,96.07000000000001,At Risk,1
24741,364,1,32.6,At Risk,1
24742,306,1,36.59,At Risk,1
24743,166,1,37.93,Regular,1
24744,111,1,4.99,Loyal,1
24745,187,1,29.979999999999997,Regular,1
24746,359,1,13.98,At Risk,1
24747,15,1,64.97,Loyal,1
24748,339,1,39.980000000000004,At Risk,1
24749,126,1,64.97,Loyal,1
24750,112,1,29.979999999999997,Loyal,1
24751,214,1,147.28,At Risk,1
24752,251,1,756.33,At Risk,1
24753,236,1,791.32,At Risk,1
24754,170,1,2439.98,Regular,1
24755,171,1,39.980000000000004,Regular,1
24756,162,1,2398.05,Regular,1
24757,31,2,4343.59,VIP,3
24758,114,1,34.89,Loyal,1
24759,57,2,4369.59,VIP,3
24760,169,1,2419.06,Regular,1
24761,154,1,2419.06,Regular,1
24762,166,1,2393.06,Regular,1
24763,290,1,4.99,At Risk,1
24764,167,1,2398.05,Regular,1
24765,114,1,99.57000000000001,Loyal,1
24766,187,1,71.58000000000001,Regular,1
24767,150,1,86.58000000000001,Regular,1
24768,280,1,32.6,At Risk,1
24769,97,1,34.89,Loyal,1
24770,179,1,2398.05,Regular,1
24771,332,1,59.980000000000004,At Risk,1
24772,293,1,195.59,At Risk,1
24773,287,1,7.28,At Risk,1
24774,202,1,32.6,Regular,1
24775,1,1,36.59,Loyal,1
24776,342,1,91.58000000000001,At Risk,1
24777,350,1,71.58000000000001,At Risk,1
24778,341,2,2858.4925,At Risk High Value,3
24779,310,1,2419.06,At Risk High Value,1
24780,327,1,2384.07,At Risk High Value,1
24781,755,1,2181.5625,At Risk High Value,0
24782,177,1,2420.34,Regular,1
24783,133,1,2420.34,Regular,1
24784,300,1,2393.06,At Risk High Value,1
24785,132,1,2406.0,Loyal,1
24786,743,1,2443.35,At Risk High Value,0
24787,139,1,2393.06,Regular,1
24788,135,1,2418.05,Regular,1
24789,123,1,2419.06,Loyal,1
24790,138,1,2433.04,Regular,1
24791,133,1,2419.06,Regular,1
24792,122,1,2419.06,Loyal,1
24793,105,1,2419.06,Loyal,1
24794,103,1,2448.04,Loyal,1
24795,103,1,2507.03,Loyal,1
24796,117,1,2398.05,Loyal,1
24797,112,1,2393.06,Loyal,1
24798,110,1,2407.04,Loyal,1
24799,95,1,2452.04,Loyal,1
24800,105,1,2419.06,Loyal,1
24801,117,1,2419.06,Loyal,1
24802,301,1,2407.04,At Risk High Value,1
24803,248,1,32.6,At Risk,1
24804,298,1,2384.07,At Risk High Value,1
24805,215,1,4.99,At Risk,1
24806,301,1,2413.06,At Risk High Value,1
24807,291,1,2469.05,At Risk High Value,1
24808,296,1,2407.04,At Risk High Value,1
24809,294,1,2419.06,At Risk High Value,1
24810,94,1,2419.06,Loyal,1
24811,119,1,2438.06,Loyal,1
24812,239,1,82.59,At Risk,1
24813,290,1,71.58000000000001,At Risk,1
24814,86,1,2419.06,Loyal,1
24815,294,1,2438.06,At Risk High Value,1
24816,214,1,4.99,At Risk,1
24817,742,1,2181.5625,At Risk High Value,0
24818,277,1,2438.06,At Risk High Value,1
24819,289,1,2393.06,At Risk High Value,1
24820,358,1,38.88,At Risk,1
24821,190,1,42.84,Regular,1
24822,174,1,195.59,Regular,1
24823,10,1,95.57000000000001,Loyal,1
24824,744,1,2181.5625,At Risk High Value,0
24825,135,1,4.99,Regular,1
24826,202,1,96.07000000000001,Regular,1
24827,296,1,34.89,At Risk,1
24828,72,1,2419.06,Loyal,1
24829,354,1,34.89,At Risk,1
24830,290,1,96.07000000000001,At Risk,1
24831,77,1,2398.05,Loyal,1
24832,732,1,2181.5625,At Risk High Value,0
24833,133,1,1754.98,Regular,1
24834,276,1,1744.97,At Risk High Value,1
24835,79,1,1170.48,Loyal,1
24836,96,1,29.479999999999997,Loyal,1
24837,164,1,587.92,Regular,1
24838,131,1,23.779999999999998,Loyal,1
24839,364,1,33.43,At Risk,1
24840,48,1,29.479999999999997,Loyal,1
24841,42,1,2319.2599999999998,Loyal,1
24842,226,1,23.779999999999998,At Risk,1
24843,129,1,88.98,Loyal,1
24844,48,1,25.479999999999997,Loyal,1
24845,117,1,69.46,Loyal,1
24846,235,1,23.779999999999998,At Risk,1
24847,225,1,2552.8199999999997,At Risk High Value,1
24848,15,1,21.49,Loyal,1
24849,85,1,27.77,Loyal,1
24850,143,1,624.97,Regular,1
24851,202,1,29.479999999999997,Regular,1
24852,218,1,2457.33,At Risk High Value,1
24853,164,1,39.980000000000004,Regular,1
24854,206,1,23.779999999999998,At Risk,1
24855,345,1,25.479999999999997,At Risk,1
24856,111,1,27.77,Loyal,1
24857,213,1,4.99,At Risk,1
24858,291,1,39.980000000000004,At Risk,1
24859,3,1,39.980000000000004,Loyal,1
24860,226,1,2520.31,At Risk High Value,1
24861,92,1,75.48,Loyal,1
24862,233,1,75.48,At Risk,1
24863,325,1,27.77,At Risk,1
24864,193,1,155.72,Regular,1
24865,187,1,2478.3399999999997,Regular,1
24866,325,1,27.77,At Risk,1
24867,176,1,21.49,Regular,1
24868,195,1,2501.31,Regular,1
24869,127,1,39.980000000000004,Loyal,1
24870,200,1,2457.33,Regular,1
24871,198,1,35.72,Regular,1
24872,319,1,23.779999999999998,At Risk,1
24873,62,1,548.98,Loyal,1
24874,104,1,21.49,Loyal,1
24875,215,1,27.77,At Risk,1
24876,283,1,49.97,At Risk,1
24877,26,1,34.47,Loyal,1
24878,254,1,23.779999999999998,At Risk,1
24879,113,1,21.49,Loyal,1
24880,41,1,39.980000000000004,Loyal,1
24881,230,1,4.99,At Risk,1
24882,323,1,23.779999999999998,At Risk,1
24883,389,1,2487.33,At Risk High Value,1
24884,120,1,23.779999999999998,Loyal,1
24885,17,1,31.729999999999997,Loyal,1
24886,213,1,80.47,At Risk,1
24887,323,2,2218.8975,At Risk High Value,1
24888,309,2,2174.9175,At Risk High Value,1
24889,316,2,2269.9075,At Risk High Value,1
24890,355,1,39.980000000000004,At Risk,1
24891,51,1,4.99,Loyal,1
24892,40,1,7.28,Loyal,1
24893,253,1,23.779999999999998,At Risk,1
24894,345,1,4.99,At Risk,1
24895,331,1,4.99,At Risk,1
24896,71,1,15.23,Loyal,1
24897,197,1,4.99,Regular,1
24898,279,1,7.28,At Risk,1
24899,342,1,105.45,At Risk,1
24900,328,2,2155.9175,At Risk High Value,1
24901,329,2,2174.9175,At Risk High Value,1
24902,308,2,2120.9275,At Risk High Value,1
24903,325,2,2164.9075,At Risk High Value,1
24904,314,2,2199.8975,At Risk High Value,1
24905,302,2,2195.9075,At Risk High Value,1
24906,299,1,61.96000000000001,At Risk,1
24907,297,2,2183.9075,At Risk High Value,1
24908,286,2,2155.9175,At Risk High Value,1
24909,278,2,2149.9075,At Risk High Value,1
24910,292,2,2183.9075,At Risk High Value,1
24911,181,1,102.96000000000001,Regular,1
24912,290,2,2120.9275,At Risk High Value,1
24913,262,2,2155.9175,At Risk High Value,1
24914,271,2,2149.9075,At Risk High Value,1
24915,264,2,2145.9175,At Risk High Value,1
24916,271,2,2169.8975,At Risk High Value,1
24917,260,2,2179.9075,At Risk High Value,1
24918,252,2,2120.9275,At Risk High Value,1
24919,271,2,2212.8875,At Risk High Value,1
24920,271,2,2155.9175,At Risk High Value,1
24921,261,2,2180.4075,At Risk High Value,1
24922,246,2,2145.9175,At Risk High Value,1
24923,254,2,2159.3975,At Risk High Value,1
24924,240,2,2143.8975,At Risk High Value,1
24925,44,1,32.27,Loyal,1
24926,35,1,64.97,Loyal,1
24927,299,1,191.27,At Risk,1
24928,290,1,27.279999999999998,At Risk,1
24929,226,1,64.97,At Risk,1
24930,350,1,64.97,At Risk,1
24931,205,1,36.59,Regular,1
24932,244,1,71.58000000000001,At Risk,1
24933,303,1,32.6,At Risk,1
24934,56,1,32.6,Loyal,1
24935,144,1,38.88,Regular,1
24936,79,1,38.88,Loyal,1
24937,56,1,32.6,Loyal,1
24938,214,1,38.88,At Risk,1
24939,163,1,7.28,Regular,1
24940,365,1,34.89,At Risk,1
24941,312,1,32.6,At Risk,1
24942,91,1,2419.06,Loyal,1
24943,63,1,71.58000000000001,Loyal,1
24944,304,1,125.57000000000001,At Risk,1
24945,261,1,152.6,At Risk,1
24946,282,1,38.88,At Risk,1
24947,240,1,39.980000000000004,At Risk,1
24948,127,1,36.59,Loyal,1
24949,91,1,32.6,Loyal,1
24950,136,1,38.88,Regular,1
24951,182,1,32.6,Regular,1
24952,349,1,71.58000000000001,At Risk,1
24953,229,1,27.279999999999998,At Risk,1
24954,113,1,71.58000000000001,Loyal,1
24955,205,1,742.35,Regular,1
24956,205,1,751.34,Regular,1
24957,208,1,777.34,At Risk,1
24958,72,1,2384.07,Loyal,1
24959,287,1,2419.06,At Risk High Value,1
24960,314,2,3008.8199999999997,At Risk High Value,3
24961,208,1,71.58000000000001,At Risk,1
24962,190,1,32.6,Regular,1
24963,282,1,32.6,At Risk,1
24964,11,1,121.57000000000001,Loyal,1
24965,220,1,71.58000000000001,At Risk,1
24966,283,1,2419.06,At Risk High Value,1
24967,29,1,4.99,Loyal,1
24968,215,1,44.54,At Risk,1
24969,338,1,34.89,At Risk,1
24970,227,1,38.88,At Risk,1
24971,89,1,152.6,Loyal,1
24972,86,1,2398.05,Loyal,1
24973,238,1,71.58000000000001,At Risk,1
24974,142,1,100.09,Regular,1
24975,102,1,67.93,Loyal,1
24976,757,1,2181.5625,At Risk High Value,0
24977,748,1,2181.5625,At Risk High Value,0
24978,198,1,155.08,Regular,1
24979,78,1,2419.06,Loyal,1
24980,238,1,32.6,At Risk,1
24981,137,1,32.6,Regular,1
24982,275,1,34.89,At Risk,1
24983,90,1,38.88,Loyal,1
24984,179,1,36.59,Regular,1
24985,144,1,96.07000000000001,Regular,1
24986,87,1,4.99,Loyal,1
24987,77,1,2413.06,Loyal,1
24988,299,1,2419.06,At Risk High Value,1
24989,359,1,36.59,At Risk,1
24990,278,1,2468.04,At Risk High Value,1
24991,290,1,34.89,At Risk,1
24992,237,1,42.84,At Risk,1
24993,50,1,61.08,Loyal,1
24994,365,1,34.89,At Risk,1
24995,313,1,4.99,At Risk,1
24996,89,1,2418.05,Loyal,1
24997,40,1,2438.06,Loyal,1
24998,301,1,2438.06,At Risk High Value,1
24999,132,1,32.6,Loyal,1
25000,46,1,2418.05,Loyal,1
25001,205,1,49.97,Regular,1
25002,210,1,4.99,At Risk,1
25003,226,1,49.48,At Risk,1
25004,7,1,24.99,Loyal,1
25005,304,1,64.97,At Risk,1
25006,213,1,29.979999999999997,At Risk,1
25007,278,1,27.279999999999998,At Risk,1
25008,40,1,2438.06,Loyal,1
25009,112,1,14.98,Loyal,1
25010,101,2,1540.4275,Loyal,1
25011,112,2,1589.3975,Loyal,1
25012,290,1,74.46000000000001,At Risk,1
25013,79,1,69.97,Loyal,1
25014,49,1,2419.06,Loyal,1
25015,296,1,2461.55,At Risk High Value,1
25016,187,1,4.99,Regular,1
25017,155,1,14.98,Regular,1
25018,243,1,197.88,At Risk,1
25019,67,1,23.97,Loyal,1
25020,119,2,1549.4175,Loyal,1
25021,112,2,1554.4075,Loyal,1
25022,95,2,1564.9175,Loyal,1
25023,286,1,38.88,At Risk,1
25024,170,1,32.6,Regular,1
25025,299,1,2469.05,At Risk High Value,1
25026,335,1,6.28,At Risk,1
25027,21,1,60.47,Loyal,1
25028,22,1,23.779999999999998,Loyal,1
25029,182,2,2272.1975,Regular,1
25030,160,2,2180.4075,Regular,1
25031,271,1,25.479999999999997,At Risk,1
25032,179,2,2184.8975,Regular,1
25033,176,2,2120.9275,Regular,1
25034,222,2,2164.9075,At Risk High Value,1
25035,225,2,2183.9075,At Risk High Value,1
25036,236,2,2120.9275,At Risk High Value,1
25037,220,2,2174.9175,At Risk High Value,1
25038,32,1,2438.06,Loyal,1
25039,70,1,32.6,Loyal,1
25040,57,1,2420.34,Loyal,1
25041,67,1,32.6,Loyal,1
25042,38,1,2419.06,Loyal,1
25043,158,1,161.59,Regular,1
25044,253,1,36.59,At Risk,1
25045,361,1,38.88,At Risk,1
25046,757,1,2181.5625,At Risk High Value,0
25047,58,1,2448.04,Loyal,1
25048,313,2,3046.84,At Risk High Value,3
25049,274,1,2393.06,At Risk High Value,1
25050,271,1,2419.06,At Risk High Value,1
25051,228,2,2174.9175,At Risk High Value,1
25052,213,2,2155.9175,At Risk High Value,1
25053,241,2,2183.9075,At Risk High Value,1
25054,189,1,103.48,Regular,1
25055,130,1,7.28,Loyal,1
25056,161,1,7.28,Regular,1
25057,242,2,2120.9275,At Risk High Value,1
25058,93,1,7.28,Loyal,1
25059,272,1,2462.55,At Risk High Value,1
25060,263,1,2419.06,At Risk High Value,1
25061,737,1,2443.35,At Risk High Value,0
25062,291,1,13.98,At Risk,1
25063,54,1,2419.06,Loyal,1
25064,270,1,2447.05,At Risk High Value,1
25065,304,1,71.58000000000001,At Risk,1
25066,2,1,15.23,Loyal,1
25067,36,1,71.58000000000001,Loyal,1
25068,107,1,32.6,Loyal,1
25069,218,1,71.58000000000001,At Risk,1
25070,132,1,68.49,Loyal,1
25071,16,1,38.88,Loyal,1
25072,41,1,2469.05,Loyal,1
25073,36,1,2473.05,Loyal,1
25074,250,1,2393.06,At Risk High Value,1
25075,270,1,2469.05,At Risk High Value,1
25076,40,1,2469.05,Loyal,1
25077,45,1,2419.06,Loyal,1
25078,56,1,2473.04,Loyal,1
25079,244,1,2419.06,At Risk High Value,1
25080,264,1,2433.04,At Risk High Value,1
25081,161,1,777.34,Regular,1
25082,109,1,34.89,Loyal,1
25083,81,1,36.59,Loyal,1
25084,47,1,2393.06,Loyal,1
25085,373,1,1228.83,At Risk High Value,1
25086,394,1,1308.31,At Risk High Value,1
25087,371,1,1249.84,At Risk High Value,1
25088,380,1,1249.84,At Risk High Value,1
25089,129,1,34.89,Loyal,1
25090,49,1,67.93,Loyal,1
25091,296,1,36.59,At Risk,1
25092,386,1,1257.82,At Risk High Value,1
25093,745,1,2181.5625,At Risk High Value,0
25094,747,1,2443.35,At Risk High Value,0
25095,727,1,2443.35,At Risk High Value,0
25096,350,1,1236.78,At Risk High Value,1
25097,349,1,1268.84,At Risk High Value,1
25098,340,1,1251.12,At Risk High Value,1
25099,339,1,1249.84,At Risk High Value,1
25100,725,1,2443.35,At Risk High Value,0
25101,26,1,68.49,Loyal,1
25102,343,1,71.58000000000001,At Risk,1
25103,177,1,90.58000000000001,Regular,1
25104,291,2,3018.33,At Risk High Value,3
25105,269,1,2433.04,At Risk High Value,1
25106,228,2,2170.9175,At Risk High Value,1
25107,243,2,2143.8975,At Risk High Value,1
25108,175,2,2199.4075,Regular,1
25109,246,1,4.99,At Risk,1
25110,186,1,39.980000000000004,Regular,1
25111,237,2,2145.9175,At Risk High Value,1
25112,159,2,2155.9175,Regular,1
25113,162,2,2180.4075,Regular,1
25114,165,2,2155.9175,Regular,1
25115,226,2,2155.9175,At Risk High Value,1
25116,243,1,39.980000000000004,At Risk,1
25117,29,1,7.28,Loyal,1
25118,161,1,7.28,Regular,1
25119,224,2,2148.2075,At Risk High Value,1
25120,226,2,2155.9175,At Risk High Value,1
25121,223,2,2155.9175,At Risk High Value,1
25122,62,1,39.980000000000004,Loyal,1
25123,139,1,39.980000000000004,Regular,1
25124,247,1,64.47,At Risk,1
25125,125,1,68.49,Loyal,1
25126,225,2,2174.9175,At Risk High Value,1
25127,211,2,2174.9175,At Risk High Value,1
25128,157,1,60.470000000000006,Regular,1
25129,341,1,60.470000000000006,At Risk,1
25130,264,1,7.28,At Risk,1
25131,191,1,4.99,Regular,1
25132,133,1,4.99,Regular,1
25133,182,2,2155.9175,Regular,1
25134,46,1,39.980000000000004,Loyal,1
25135,57,1,7.28,Loyal,1
25136,298,1,39.980000000000004,At Risk,1
25137,7,1,7.28,Loyal,1
25138,193,2,2120.9275,Regular,1
25139,102,1,60.47,Loyal,1
25140,69,1,21.49,Loyal,1
25141,263,1,4.99,At Risk,1
25142,299,1,13.98,At Risk,1
25143,54,1,39.980000000000004,Loyal,1
25144,133,1,25.479999999999997,Regular,1
25145,221,1,23.779999999999998,At Risk,1
25146,362,1,1223.84,At Risk High Value,1
25147,181,1,39.980000000000004,Regular,1
25148,334,1,1249.84,At Risk High Value,1
25149,59,1,45.580000000000005,Loyal,1
25150,267,1,2419.06,At Risk High Value,1
25151,87,1,36.59,Loyal,1
25152,317,1,34.89,At Risk,1
25153,118,1,96.07000000000001,Loyal,1
25154,36,1,45.580000000000005,Loyal,1
25155,244,1,2419.06,At Risk High Value,1
25156,351,1,36.59,At Risk,1
25157,209,1,7.28,At Risk,1
25158,146,1,71.58000000000001,Regular,1
25159,126,1,71.58000000000001,Loyal,1
25160,227,1,46.830000000000005,At Risk,1
25161,248,1,2438.06,At Risk High Value,1
25162,259,1,2384.07,At Risk High Value,1
25163,256,1,2433.04,At Risk High Value,1
25164,255,1,34.89,At Risk,1
25165,43,1,91.58,Loyal,1
25166,125,1,134.56,Loyal,1
25167,69,1,71.58000000000001,Loyal,1
25168,158,1,38.88,Regular,1
25169,251,1,2384.07,At Risk High Value,1
25170,102,1,32.6,Loyal,1
25171,277,1,36.59,At Risk,1
25172,223,1,96.07000000000001,At Risk,1
25173,224,1,36.96,At Risk,1
25174,249,1,92.08,At Risk,1
25175,259,1,2384.07,At Risk High Value,1
25176,126,1,36.59,Loyal,1
25177,3,1,36.96,Loyal,1
25178,23,1,36.59,Loyal,1
25179,125,1,71.58000000000001,Loyal,1
25180,252,1,2447.05,At Risk High Value,1
25181,330,1,32.6,At Risk,1
25182,222,1,67.59,At Risk,1
25183,228,1,82.59,At Risk,1
25184,262,1,2438.06,At Risk High Value,1
25185,259,1,2453.04,At Risk High Value,1
25186,258,1,2462.55,At Risk High Value,1
25187,7,1,71.58000000000001,Loyal,1
25188,271,1,13.98,At Risk,1
25189,27,1,152.6,Loyal,1
25190,137,1,36.59,Regular,1
25191,253,1,2419.06,At Risk High Value,1
25192,261,1,2480.9900000000002,At Risk High Value,1
25193,239,1,2419.06,At Risk High Value,1
25194,210,1,32.6,At Risk,1
25195,169,1,36.59,Regular,1
25196,83,1,54.980000000000004,Loyal,1
25197,261,1,36.59,At Risk,1
25198,313,1,1249.84,At Risk High Value,1
25199,321,1,1249.84,At Risk High Value,1
25200,34,1,100.09,Loyal,1
25201,99,1,96.07000000000001,Loyal,1
25202,74,1,36.59,Loyal,1
25203,321,1,1223.84,At Risk High Value,1
25204,316,1,1249.84,At Risk High Value,1
25205,89,1,32.269999999999996,Loyal,1
25206,302,1,24.99,At Risk,1
25207,266,1,86.95,At Risk,1
25208,252,1,27.279999999999998,At Risk,1
25209,187,1,98.96000000000001,Regular,1
25210,234,1,23.779999999999998,At Risk,1
25211,99,1,79.47,Loyal,1
25212,74,1,27.77,Loyal,1
25213,208,2,2184.8975,At Risk High Value,1
25214,189,2,2149.9075,Regular,1
25215,207,2,2155.9175,At Risk High Value,1
25216,145,1,79.47,Regular,1
25217,278,1,39.980000000000004,At Risk,1
25218,201,2,2184.8975,Regular,1
25219,297,1,39.980000000000004,At Risk,1
25220,324,1,23.779999999999998,At Risk,1
25221,180,2,2143.8975,Regular,1
25222,156,2,2120.9275,Regular,1
25223,307,1,102.96000000000001,At Risk,1
25224,301,1,7.28,At Risk,1
25225,184,2,2129.9175,Regular,1
25226,192,2,2158.8975,Regular,1
25227,112,1,39.980000000000004,Loyal,1
25228,182,2,2120.9275,Regular,1
25229,196,2,2155.9175,Regular,1
25230,260,1,80.96000000000001,At Risk,1
25231,201,2,2189.8975,Regular,1
25232,5,1,12.940000000000001,Loyal,1
25233,201,1,7.28,Regular,1
25234,197,2,2174.9175,Regular,1
25235,156,2,2155.9175,Regular,1
25236,127,1,39.980000000000004,Loyal,1
25237,11,1,118.46000000000001,Loyal,1
25238,236,1,7.28,At Risk,1
25239,123,1,7.28,Loyal,1
25240,167,2,2120.9275,Regular,1
25241,223,1,4.99,At Risk,1
25242,174,2,2120.9275,Regular,1
25243,179,2,2155.9175,Regular,1
25244,331,1,21.93,At Risk,1
25245,166,1,58.980000000000004,Regular,1
25246,80,1,27.77,Loyal,1
25247,62,1,4.99,Loyal,1
25248,68,1,39.980000000000004,Loyal,1
25249,158,2,1868.5582,Regular,1
25250,153,2,1883.5582,Regular,1
25251,56,1,39.980000000000004,Loyal,1
25252,159,2,1893.0482,Regular,1
25253,315,1,73.96000000000001,At Risk,1
25254,181,1,51.96,Regular,1
25255,174,1,32.6,Regular,1
25256,335,1,67.93,At Risk,1
25257,206,1,147.28,At Risk,1
25258,160,1,49.48,Regular,1
25259,290,1,32.27,At Risk,1
25260,150,1,34.89,Regular,1
25261,309,1,71.58000000000001,At Risk,1
25262,46,1,35.72,Loyal,1
25263,142,1,60.47,Regular,1
25264,98,1,80.57000000000001,Loyal,1
25265,315,1,54.980000000000004,At Risk,1
25266,207,1,57.980000000000004,At Risk,1
25267,311,1,25.479999999999997,At Risk,1
25268,129,1,60.470000000000006,Loyal,1
25269,140,1,23.779999999999998,Regular,1
25270,162,2,1854.5782,Regular,1
25271,153,2,1854.5782,Regular,1
25272,176,2,1873.5782,Regular,1
25273,164,2,1898.0682,Regular,1
25274,118,1,71.58000000000001,Loyal,1
25275,166,1,34.89,Regular,1
25276,172,1,38.88,Regular,1
25277,105,1,96.07000000000001,Loyal,1
25278,118,1,36.59,Loyal,1
25279,36,1,32.6,Loyal,1
25280,36,1,38.88,Loyal,1
25281,308,1,1249.84,At Risk High Value,1
25282,20,1,32.6,Loyal,1
25283,190,1,38.88,Regular,1
25284,241,1,2419.06,At Risk High Value,1
25285,228,1,2438.06,At Risk High Value,1
25286,232,1,2393.06,At Risk High Value,1
25287,245,2,2983.34,At Risk High Value,3
25288,255,2,2721.5525,At Risk High Value,3
25289,218,1,2453.04,At Risk High Value,1
25290,216,1,2419.06,At Risk High Value,1
25291,39,1,38.88,Loyal,1
25292,259,1,158.88,At Risk,1
25293,123,1,67.59,Loyal,1
25294,155,2,1882.5682,Regular,1
25295,14,1,39.980000000000004,Loyal,1
25296,8,1,25.479999999999997,Loyal,1
25297,64,1,23.779999999999998,Loyal,1
25298,145,1,4.99,Regular,1
25299,297,1,4.99,At Risk,1
25300,236,1,75.48,At Risk,1
25301,98,1,1170.48,Loyal,1
25302,51,1,69.46000000000001,Loyal,1
25303,69,1,574.98,Loyal,1
25304,263,1,67.49,At Risk,1
25305,290,1,1725.98,At Risk High Value,1
25306,257,1,1769.96,At Risk High Value,1
25307,218,1,1759.97,At Risk High Value,1
25308,115,1,1120.49,Loyal,1
25309,64,1,562.96,Loyal,1
25310,364,1,60.470000000000006,At Risk,1
25311,135,1,1735.98,Regular,1
25312,80,1,1198.97,Loyal,1
25313,187,1,3.99,Regular,1
25314,308,1,7.28,At Risk,1
25315,53,1,6.28,Loyal,1
25316,175,1,4.99,Regular,1
25317,193,1,88.97999999999999,Regular,1
25318,107,1,25.479999999999997,Loyal,1
25319,68,1,2420.34,Loyal,1
25320,68,1,2419.06,Loyal,1
25321,102,1,1735.98,Loyal,1
25322,229,1,7.28,At Risk,1
25323,221,1,1714.97,At Risk High Value,1
25324,337,1,39.980000000000004,At Risk,1
25325,249,1,6.28,At Risk,1
25326,206,1,78.97,At Risk,1
25327,221,1,4.99,At Risk,1
25328,210,1,89.97,At Risk,1
25329,321,1,100.09,At Risk,1
25330,30,1,100.09,Loyal,1
25331,236,1,7.28,At Risk,1
25332,243,1,39.980000000000004,At Risk,1
25333,138,1,100.09,Regular,1
25334,238,1,2398.05,At Risk High Value,1
25335,357,1,59.980000000000004,At Risk,1
25336,277,1,24.99,At Risk,1
25337,362,1,29.979999999999997,At Risk,1
25338,272,1,27.279999999999998,At Risk,1
25339,315,1,1223.84,At Risk High Value,1
25340,71,1,4.99,Loyal,1
25341,216,1,64.97,At Risk,1
25342,269,1,24.99,At Risk,1
25343,296,1,24.99,At Risk,1
25344,102,1,801.83,Loyal,1
25345,141,1,24.99,Regular,1
25346,17,1,114.96000000000001,Loyal,1
25347,289,1,59.980000000000004,At Risk,1
25348,269,1,64.97,At Risk,1
25349,184,1,4.99,Regular,1
25350,138,1,32.269999999999996,Regular,1
25351,298,1,49.48,At Risk,1
25352,147,1,29.979999999999997,Regular,1
25353,144,1,27.279999999999998,Regular,1
25354,61,1,24.99,Loyal,1
25355,178,1,59.980000000000004,Regular,1
25356,285,1,27.279999999999998,At Risk,1
25357,112,1,147.28,Loyal,1
25358,195,1,27.279999999999998,Regular,1
25359,251,1,24.99,At Risk,1
25360,107,1,32.269999999999996,Loyal,1
25361,726,1,2443.35,At Risk High Value,0
25362,100,1,751.34,Loyal,1
25363,720,1,2443.35,At Risk High Value,0
25364,76,1,751.34,Loyal,1
25365,55,1,780.82,Loyal,1
25366,318,1,1243.84,At Risk High Value,1
25367,30,1,4.99,Loyal,1
25368,299,1,1283.82,At Risk High Value,1
25369,144,1,156.59,Regular,1
25370,283,1,1263.82,At Risk High Value,1
25371,714,1,2181.5625,At Risk High Value,0
25372,300,1,32.6,At Risk,1
25373,127,1,71.58000000000001,Loyal,1
25374,213,1,71.58000000000001,At Risk,1
25375,6,1,32.6,Loyal,1
25376,52,1,32.6,Loyal,1
25377,72,1,32.6,Loyal,1
25378,341,1,38.88,At Risk,1
25379,274,1,1214.85,At Risk High Value,1
25380,286,1,1249.84,At Risk High Value,1
25381,291,1,1228.83,At Risk High Value,1
25382,304,1,1283.82,At Risk High Value,1
25383,293,1,1228.83,At Risk High Value,1
25384,304,1,1249.84,At Risk High Value,1
25385,301,1,1249.84,At Risk High Value,1
25386,259,1,1249.84,At Risk High Value,1
25387,258,1,1249.84,At Risk High Value,1
25388,251,1,1249.84,At Risk High Value,1
25389,257,1,1303.83,At Risk High Value,1
25390,268,1,1274.33,At Risk High Value,1
25391,244,1,1256.78,At Risk High Value,1
25392,232,1,1249.84,At Risk High Value,1
25393,704,1,2443.35,At Risk High Value,0
25394,242,1,1249.84,At Risk High Value,1
25395,239,1,1223.84,At Risk High Value,1
25396,214,1,2398.05,At Risk High Value,1
25397,218,1,2427.04,At Risk High Value,1
25398,238,1,2419.06,At Risk High Value,1
25399,238,1,2393.06,At Risk High Value,1
25400,225,1,2469.05,At Risk High Value,1
